type,facility_name,state,zip
State Correctional Facility,Bibb Correctional Facility,Alabama,35034
State Correctional Facility,Bullock Correctional Facility,Alabama,36089
State Correctional Facility,Donaldson Correctional Facility,Alabama,35023-7299
State Correctional Facility,Draper Correctional Facility,Alabama,36025
State Correctional Facility,Easterling Correctional Facility,Alabama,36017-2615
State Correctional Facility,Elmore Correction Facility,Alabama,36025
State Correctional Facility,Fountain Correctional Facility,Alabama,36503-3800
State Correctional Facility,Hamilton Aged & Infirmed,Alabama,35570
State Correctional Facility,Holman Correctional Facility,Alabama,36503-3700
State Correctional Facility,Kilby Correctional Facility,Alabama,36117
State Correctional Facility,Limestone Correctional Facility,Alabama,35749
State Correctional Facility,St Clair Correctional Facility,Alabama,35146
State Correctional Facility,Staton Correctional Facility,Alabama,36025
State Correctional Facility,Tutwiler Prison for Women,Alabama,36092
State Correctional Facility,Ventress Correctional Facility,Alabama,36016
Contract Facility,ATEF,Alabama,35051
Contract Facility,Perry County Detention Facility,Alabama,36786
Work Releases/ Work Centers/ Camps,Alex City Work Release Center,Alabama,35010
Work Releases / Work Centers/ Camps,Atmore Work Release Center,Alabama,36503
Work Releases/ Work Centers/ Camps,Birmingham Work Release Center,Alabama,35234-3196
Work Releases/ Work Centers/ Camps,Camden Work Release Center,Alabama,36726
Work Releases/ Work Centers/ Camps,Childersburg Work Release Center,Alabama,35044
Work Releases/ Work Centers/ Camps,Decatur Work Release Center,Alabama,35601
Work Releases/ Work Centers/ Camps,Elba Work Release Center,Alabama,36323
Work Releases/ Work Centers/ Camps,Frank Lee Youth Center,Alabama,36022
Work Releases / Work Centers / Camps,Hamilton Work Release Center,Alabama,35570
Work Releases/ Work Centers/ Camps,Loxley Work Release Center,Alabama,36551
Work Releases/ Work Centers/ Camps,Mobile Work Release Center,Alabama,36610
Work Releases/ Work Centers/ Camps,Montgomery Women's Facility,Alabama,36117
Work Releases/ Work Centers/ Camps,Red Eagle Honor Farm,Alabama,36110
State Correctional Facility,Anchorage Correctional Complex,Alaska,99501
State Correctional Facility,Anvil Mountain Correctional Center,Alaska,99762
State Correctional Facility,Fairbanks Correctional Center,Alaska,99701
State Correctional Facility,Goose Creek Correctional Center,Alaska,99654
State Correctional Facility,Hiland Mountain Correctional Center,Alaska,99577
State Correctional Facility,Ketchikan Correctional Center,Alaska,99901-6270
State Correctional Facility,Lemon Creek Correctional Center,Alaska,99801
State Correctional Facility,Mat-Su Pretrial,Alaska,99645
State Correctional Facility,Palmer Correctional Center,Alaska,99645
State Correctional Facility,Point Mackenzie Correctional Farm,Alaska,99654
State Correctional Facility,Spring Creek Correctional Center,Alaska,99664
State Correctional Facility,Wildwood Correctional Complex,Alaska,99611
State Correctional Facility,Yukon Kuskokwim Correctional Center,Alaska,99559
State Correctional Facility,ASPC - Perryville,Arizona,85395
State Correctional Facility,ASPC - Lewis,Arizona,85326
State Correctional Facility,ASPC - Yuma,Arizona,85349
State Correctional Facility,ASPC - Douglas,Arizona,85607
State Correctional Facility,ASPC - Tucson,Arizona,85734
State Correctional Facility,ASPC - Safford,Arizona,85546
State Correctional Facility,ASPC - Eyman,Arizona,85132
State Correctional Facility,ASPC - Florence,Arizona,85132
State Correctional Facility,ASPC - Phoenix,Arizona,85008
State Correctional Facility,ASPC - Winslow,Arizona,86047
Contract Facility,ASP - Phoenix West,Arizona,85009
Contract Facility,Marana CCTF,Arizona,85653
Contract Facility,ASP - Florence West,Arizona,85132
Contract Facility,ASP - Kingman,Arizona,86414
Contract Facility,Central ArizonaCorrectional Facility,Arizona,85132
Contract Facility,Eloy Detention Center,Arizona,85131
Contract Facility,Florence Correctional Center,Arizona,85132
Contract Facility,Central Arizona Detention Center,Arizona,85132
Contract Facility,La Palma Correctional Center,Arizona,85131
Contract Facility,Saguaro Correctional Center,Arizona,85131
Contract Facility,Red Rock Correctional Center,Arizona,85131
State Correctional Facility,Cummins Unit,Arkansas,71643
State Correctional Facility,Delta Regional Unit,Arkansas,71638
State Correctional Facility,East Arkansas Regional Unit,Arkansas,
State Correctional Facility,Grimes Unit,Arkansas,72112
State Correctional Facility,J. Aaron Hawkins Sr. Center,Arkansas,
State Correctional Facility,Maximum Security Unit,Arkansas,
State Correctional Facility,McPherson Unit,Arkansas,72112
Work Release Center,Mississippi County Work Release Center,Arkansas,
State Correctional Facility,North Central Unit,Arkansas,72519
Work Release Center,Northwest Arkansas Work Release Center,Arkansas,72764
State Correctional Facility,Ouachita River Unit,Arkansas,
State Correctional Facility,Pine Bluff Unit,Arkansas,71603
State Correctional Facility,Randall L. Williams Correctional Facility,Arkansas,71603
State Correctional Facility,Texarkana Regional Correction Center,Arkansas,71854
State Correctional Facility,Tucker Unit,Arkansas,
State Correctional Facility,Varner Unit,Arkansas,
State Correctional Facility,Wrightsville Unit,Arkansas,
State Correctional Facility,Pelican Bay State Prison (PBSP),California,95531
State Correctional Facility,High Desert State Prison (HDSP),California,96127
State Correctional Facility,California Correctional Center (CCC),California,96127
State Correctional Facility,San Quentin State Prison,California,94964
State Medical Facility,California Medical Facility (CMF),California,95696
State Correctional Facility,"California State Prison, Solano (SOL)",California,95696
State Correctional Facility,Folsom State Prison (FSP),California,95671
State Correctional Facility,"California State Prison, Sacramento (SAC)",California,95671
State Correctional Facility,Mule Creek State Prison (MCSP),California,95640
Youth Correctional Facility,N.A. Chaderjian Youth Correctional Facility,California,95215
Youth Correctional Facility,O.H. Close Youth Correctional Facility,California,95215
State Correctional Facility,"California Health Care Facility, Stockton",California,95215
State Correctional Facility,Deuel Vocational Institution (DVI),California,95376
State Correctional Facility,Sierra Conservation Center (SCC),California,95327
State Correctional Facility,Correctional Training Facility (CTF),California,93960
State Correctional Facility,Salinas Valley State Prison (SVSP),California,93960
State Correctional Facility,Central California Women's Facility (CCWF),California,93610
State Correctional Facility,Valley State Prison (VSP),California,93610
State Correctional Facility,Pleasant Valley State Prison (PVSP),California,93210
State Correctional Facility,Avenal State Prison (ASP),California,93204
State Medical Facility,"California Substance Abuse Treatment Facility and State Prison, Corcoran (SATF-CSP, Corcoran)",California,93212
State Correctional Facility,"California State Prison, Corcoran (CSP-COR)",California,93212
State Correctional Facility,California Men's Colony (CMC),California,93409
State Correctional Facility,Wasco State Prison-Reception Center (WSP),California,93280
State Correctional Facility,North Kern State Prison (NKSP),California,93215
State Correctional Facility,Kern Valley State Prison (KVSP),California,93216
State Correctional Facility,California Correctional Institution (CCI),California,93561
State Correctional Facility,"California State Prison, Los Angeles County (LAC)",California,93536
Youth Correctional Facility,Ventura Youth Correctional Facility,California,93010
State Correctional Facility,California Institution for Men (CIM),California,91710
State Correctional Facility,California Institution for Women (CIW),California,92880
State Correctional Facility,California Rehabilitation Center (CRC),California,92860
State Correctional Facility,Richard J. Donovan Correctional Facility (RJD),California,92179
State Correctional Facility,"California State Prison, Centinela (CEN)",California,92251
State Correctional Facility,Calipatria State Prison (CAL),California,92233
State Correctional Facility,Ironwood State Prison (ISP),California,92225
State Correctional Facility,Chuckawalla Valley State Prison (CVSP),California,92225
Contract Facility,San Diego Correctional Facility,California,92158
Contract Facility,CAI - Boston Avenue,California,92113
Contract Facility,California City Correctional Center,California,93505
Contract Facility,CAI - Ocean View,California,92113
Contract Facility,Golden State Medium Community Correctional Facility,California,93250
Contract Facility,Central Valley MCCF,California,93250
Contract Facility,Adelanto Detention Facility East & West,California,92301
Contract Facility,Desert View MCCF,California,92301
Contract Facility,Taft Correctional Institution,California,93268
Contract Facility,Western Region Detention Facility at San Diego,California,92101
State Correctional Facility,ACC - Arrowhead Correctional Center,Colorado,81212
State Correctional Facility,AVCF - Arkansas Valley Correctional Facility,Colorado,81034
State Correctional Facility,BVCC - Buena Vista Correctional Complex,Colorado,81211
State Correctional Facility,CCC - Colorado Correctional Center (Camp George West),Colorado,80401
State Correctional Facility,CCF - Centennial Correctional Facility,Colorado,81215
State Correctional Facility,CSP - Colorado State Penitentiary,Colorado,81215
State Correctional Facility,CTCF - Colorado Territorial Correctional Facility,Colorado,81215
State Correctional Facility,DCC - Delta Correctional Center,Colorado,81416
State Correctional Facility,Denver Reception & Diagnostic Center,Colorado,80239
State Correctional Facility,DWCF - Denver Women's Correctional Facility,Colorado,80239
State Correctional Facility,FCF - Fremont Correctional Facility,Colorado,81215
State Correctional Facility,FLCF - Fort Lyon Correctional Facility - CLOSED,Colorado,
State Correctional Facility,FMCC - Four Mile Correctional Center,Colorado,81212
State Correctional Facility,LCF - Limon Correctional Facility,Colorado,80826
State Correctional Facility,LVCF - La Vista Correctional Facility,Colorado,81003
State Correctional Facility,RCC - Rifle Correctional Center,Colorado,81650
State Correctional Facility,SCC - Skyline Correctional Center,Colorado,81212
State Correctional Facility,SCCF - San Carlos Correctional Facility,Colorado,81003
State Correctional Facility,SCF - Sterling Correctional Facility,Colorado,80751
State Correctional Facility,TCF - Trinidad Correctional Facility,Colorado,81059
Youth Correctional Facility,YOS - Youthful Offender System,Colorado,81003
Contract Facility,BCCF - Bent County Correctional Facility,Colorado,81054
Contract Facility,CCCF - Crowley County Correctional Facility,Colorado,81062
Contract Facility,CMRC - Cheyenne Mountain Re-entry Center,Colorado,80906
Contract Facility,Huerfano County Correctional Center,Colorado,81089
Contract Facility,KCCC - Kit Carson Correctional Center,Colorado,80807
Contract Facility,Aurora Detention Facility,Colorado,80010
State Correctional Facility,Bergin Correctional Institution - CLOSED,Connecticut,6268
State Correctional Facility,Bridgeport Correctional Center,Connecticut,6604
State Correctional Facility,Brooklyn Correctional Institution,Connecticut,6234
State Correctional Facility,Cheshire Correctional Institution,Connecticut,6410
State Correctional Facility,Corrigan-Radgowski Correctional Center,Connecticut,6382
State Correctional Facility,Enfield Correctional Institution,Connecticut,6082
State Correctional Facility,Garner Correctional Institution,Connecticut,6470
State Correctional Facility,Gates Correctional Institution - CLOSED,Connecticut,6357
State Correctional Facility,Hartford Correctional Center,Connecticut,6120
State Correctional Facility,MacDougall-Walker Correctional Institution,Connecticut,6080
Youth Correctional Facility,Manson Youth Institution,Connecticut,6410
State Correctional Facility,New Haven Correctional Center,Connecticut,6511
State Correctional Facility,Niantic Annex,Connecticut,6357
State Correctional Facility,Northern Correctional Institution,Connecticut,6071
State Correctional Facility,Osborn Correctional Institution,Connecticut,6071
State Correctional Facility,Robinson Correctional Institution,Connecticut,6082
State Correctional Facility,Webster Correctional Institution - CLOSED,Connecticut,6410
State Correctional Facility,Willard-Cybulski Correctional Institution,Connecticut,6082
State Correctional Facility,York Correctional Institution,Connecticut,6357
State Correctional Facility,Baylor Women's Correctional Institution (BWCI),Delaware,19720
State Correctional Facility,James T. Vaughn Correctional Center,Delaware,19977
State Correctional Facility,Sussex Correctional Institution (SCI),Delaware,19947
Youth Correctional Facility,Howard R. Young Correctional Institution,Delaware,19801
State Correctional Facility,Apalachee Correctional Institution East (Male),Florida,32460-4166
State Correctional Facility,Apalachee Correctional Institution West (Male),Florida,32460-4165
Contract Facility,Bay Correctional Facility (Male),Florida,32404-5492
Contract Facility,Blackwater River Correctional Facility (Male),Florida,32583
State Correctional Facility,Calhoun Correctional Institution (Male)- Workcamp Adjacent,Florida,32424-5156
State Correctional Facility,Century Correctional Institution (Male)- Workcamp Adjacent,Florida,32535-3659
State Correctional Facility,Franklin Correctional Institution (Male)- Workcamp Adjacent,Florida,32322
Contract Facility,Gadsden Correctional Facility (Female),Florida,32351-9100
Contract Facility,Graceville Correctional Facility (Male),Florida,32440
Contract Facility,Citrus County Detention Facility,Florida,34461
State Correctional Facility,Gulf Correctional Institution (Male),Florida,32465-0010
State Correctional Facility,Holmes Correctional Institution (Male)- Workcamp Adjacent,Florida,32425-0190
State Correctional Facility,Jackson Correctional Institution (Male)- Workcamp Adjacent,Florida,32445-3144
State Correctional Facility,Jefferson Correctional Institution (Male),Florida,32344-0430
State Correctional Facility,Liberty Correctional Institution (Male)- Workcamp Adjacent,Florida,32321-9711
State Correctional Facility,Northwest Florida Reception Center (Male),Florida,32428-3501
State Correctional Facility,Okaloosa Correctional Institution (Male)- Workcamp Adjacent,Florida,32539-6708
State Correctional Facility,Quincy Annex (Male),Florida,32351-8645
State Correctional Facility,Santa Rosa CI (Male),Florida,32583-7914
State Correctional Facility,Taylor Correctional Institution (Male)- Workcamp Adjacent,Florida,32348-8747
State Correctional Facility,Wakulla Correctional Institution (Male)- Workcamp Adjacent,Florida,32327-4963
State Correctional Facility,Walton Correctional Institution (Male)- Workcamp Adjacent,Florida,32433-1831
State Correctional Facility,Baker Correctional Institution (Male)- Workcamp Adjacent,Florida,32087-2359
State Correctional Facility,Columbia Correctional Institution (Male)- Workcamp Adjacent,Florida,32025-2013
State Correctional Facility,Cross City Correctional Institution (Male)- Workcamp Adjacent,Florida,32628
State Correctional Facility,Florida State Prison (Male)- Workcamp Adjacent,Florida,32026-1000
State Correctional Facility,Florida Women's Reception Center- Workcamp Adjacent,Florida,34482-1479
State Correctional Facility,Hamilton Correctional Institution (Male)- Workcamp Adjacent,Florida,32052-1360
Contract Facility,Lake City Correctional Facility (Male Youth),Florida,32055-6290
Youth Correctional Facility,Lancaster Correctional Institution (Male Youth)- Workcamp Adjacent,Florida,32693-5641
State Correctional Facility,Lawtey Correctional Institution (Male),Florida,32058
Youth Correctional Facility,"Lowell Correctional Institution (Female, Youth)",Florida,34482-1479
State Correctional Facility,Madison Correctional Institution (Male)- Workcamp Adjacent,Florida,32340-4430
State Correctional Facility,Marion Correctional Institution (Male)- Workcamp Adjacent,Florida,34475
State Correctional Facility,Mayo Correctional Institution (Male)- Workcamp Adjacent,Florida,32066-3458
State Correctional Facility,Putnam Correctional Institution (Male),Florida,32131-2112
State Correctional Facility,Suwannee Correctional Institution (Male),Florida,32060
State Correctional Facility,Tomoka Correctional Institution (Male) - Workcamp Adjacent,Florida,32124-1098
State Correctional Facility,Union Correctional Institution (Male),Florida,32026-4000
State Correctional Facility,Avon Park Correctional Institution (Male) - Workcamp Adjacent,Florida,
State Correctional Facility,Central Florida Reception Center (Male),Florida,32831-2518
State Correctional Facility,Charlotte Correctional Institution (Male),Florida,33955-9701
State Correctional Facility,Dade Correctional Institution (Male),Florida,33034-6409
State Correctional Facility,DeSoto Annex (Male) - Workcamp Adjacent,Florida,34266-7800
State Correctional Facility,Everglades Correctional Institution (Male),Florida,33194
State Correctional Facility,Hardee Correctional Institution (Male)- Workcamp Adjacent,Florida,33834-9505
Youth Correctional Facility,"Hernando Correctional Institution (Female, Youth)",Florida,34604-8167
State Correctional Facility,Homestead Correctional Institution (Female),Florida,33034-6409
State Correctional Facility,Lake Correctional Institution (Male),Florida,34715-9025
State Correctional Facility,Martin Correctional Institution (Male) - Workcamp Adjacent,Florida,34956-4397
Contract Facility,Moore Haven Correctional Facility (Male),Florida,33471
State Correctional Facility,Okeechobee Correctional Institution (Male),Florida,34972-4824
State Correctional Facility,Polk Correctional Institution (Male) - Workcamp Adjacent,Florida,33868-6925
Contract Facility,South Bay Correctional Facility (Male),Florida,33493-2233
State Correctional Facility,South Florida Reception Center (Male),Florida,33178-3003
State Correctional Facility,Sumter Correctional Institution (Male),Florida,33513-0667
State Correctional Facility,Zephyrhills Correctional Institution (Male),Florida,33541-9701
Work Camps / Work Release / Road Prisons,Berrydale Forestry Camp (Male),Florida,32565-2204
Work Camps / Work Release / Road Prisons,Calhoun Work Camp - (Male),Florida,32424-5156
Work Camps / Work Release / Road Prisons,Century Work Camp - (Male),Florida,32535-3659
Work Camps / Work Release / Road Prisons,Franklin Work Camp,Florida,32322
Work Camps / Work Release / Road Prisons,Graceville Work Camp - (Male),Florida,32440-4289
Work Camps / Work Release / Road Prisons,Gulf Forestry Camp (Male),Florida,32465
Work Camps / Work Release / Road Prisons,Holmes Work Camp - (Male),Florida,32425-4238
Work Camps / Work Release / Road Prisons,Jackson Work Camp - (Male),Florida,32445-9998
Work Camps / Work Release / Road Prisons,Liberty Work Camp - South Unit- (Male),Florida,32321-0711
Work Camps / Work Release / Road Prisons,Okaloosa Work Camp - (Male),Florida,32539-6708
Work Camps / Work Release / Road Prisons,Taylor Work Camp (Male),Florida,32348-0000
Work Camps / Work Release / Road Prisons,Wakulla Work Camp - (Male),Florida,32327-4963
Work Camps / Work Release / Road Prisons,Baker Work Camp - (Male),Florida,32087-2359
Work Camps / Work Release / Road Prisons,Cross City Work Camp - (Male),Florida,32628
Work Camps / Work Release / Road Prisons,Gainesville Work Camp (Male),Florida,32641-6067
Work Camps / Work Release / Road Prisons,Lancaster Work Camp - (Male),Florida,32693-5641
Work Camps / Work Release / Road Prisons,Lowell Work Camp (Female),Florida,34482-000
Work Camps / Work Release / Road Prisons,Madison Work Camp - (Male),Florida,32340-4430
Work Camps / Work Release / Road Prisons,Marion Work Camp - (Male),Florida,32663-0158
Work Camps / Work Release / Road Prisons,Mayo Work Camp - (Male),Florida,32066
Work Camps / Work Release / Road Prisons,RMC Work Camp - (Male),Florida,32054
Work Camps / Work Release / Road Prisons,Suwannee Work Camp - (Male),Florida,32060
Work Camps / Work Release / Road Prisons,Tomoka Work Camp - (Male),Florida,32124-1098
Work Camps / Work Release / Road Prisons,Union Correctional Work Camp,Florida,32083
Work Camps / Work Release / Road Prisons,Arcadia Road Prison (Male),Florida,34266-8203
Work Camps / Work Release / Road Prisons,Avon Park Work Camp - (Male),Florida,33826-1100
Work Camps / Work Release / Road Prisons,Big Pine Key Road Prison (Male),Florida,33043-0509
Work Camps / Work Release / Road Prisons,DeSoto Work Camp (Male),Florida,34266-0000
Work Camps / Work Release / Road Prisons,Ft. Myers Work Camp (Male),Florida,33994-1107
Work Camps / Work Release / Road Prisons,Hardee Work Camp - (Male),Florida,33834-9505
Work Camps / Work Release / Road Prisons,Largo Road Prison (Male),Florida,33760-4006
Work Camps / Work Release / Road Prisons,Loxahatchee Road Prison (Male),Florida,33411-3616
Work Camps / Work Release / Road Prisons,Martin Work Camp - (Male),Florida,34956-4310
Work Camps / Work Release / Road Prisons,Polk Work Camp - (Male),Florida,33868-6925
Work Camps / Work Release / Road Prisons,Sumter Basic Training Unit,Florida,33513-0667
Work Camps / Work Release / Road Prisons,Sumter Work Camp - (Male),Florida,33513-0667
Work Releases,Panama City WRC (Male),Florida,32405-2795
Work Releases,Pensacola WRC (Male),Florida,32501-1010
Work Releases,SHISA- East (Female),Florida,32205-8017
Work Releases,SHISA- West (Female),Florida,32301-1030
Work Releases,Tallahassee WRC (Male),Florida,32305-6739
Work Releases,Bridges of Jacksonville WRC (Male),Florida,32254
Work Releases,Daytona Beach WRC (Male),Florida,32124-1002
Work Releases,Dinsmore WRC (Male),Florida,32219
Work Releases,Lake City WRC (Male),Florida,32055-2564
Work Releases,Re-Entry of Ocala WRC (Male),Florida,34470-4231
Work Releases,Santa Fe WRC (Male),Florida,32602-1202
Work Releases,Atlantic WRC (Female),Florida,33411-3639
Work Releases,Bartow WRC (Male),Florida,33830-4200
Transition Center,Bradenton Transition Center (Female),Florida,34203-5012
Work Releases,Bridges of Orlando WRC (Male),Florida,32808-5613
Work Releases,Bridges of Pompano - Turning Point Work Release (Male),Florida,33060-6822
Work Releases,Cocoa WRC (Male),Florida,32927-4738
Work Releases,Ft. Pierce WRC (Male),Florida,34982-6544
Work Releases,Hollywood WRC (Female),Florida,33025-4542
Work Releases,Kissimmee WRC (Male),Florida,34744-1200
Work Releases,Miami North WRC (Male),Florida,33166-6817
Work Releases,Opa Locka WRC (Male),Florida,33054-4310
Transition Center,Orlando Transition Center (Male),Florida,32808
Work Releases,Orlando WRC (Female),Florida,32818-5278
Work Releases,Pinellas WRC (Female),Florida,33760-4002
Transfer Facility,Pompano Transit Center (Male),Florida,33309-2800
Work Releases,St. Petersburg WRC (Male),Florida,33711-2000
Work Releases,Suncoast WRC (Female),Florida,33702-1422
Work Releases,Tarpon Springs WRC (Male),Florida,34689-6707
Transition Center,The Transition House (Male),Florida,34744
Work Releases,West Palm Beach WRC (Male),Florida,33411-3639
State Correctional Facility,Arrendale State Prison (Lee Arrendale),Georgia,30510-0709
State Medical Facility,Augusta State Medical Prison,Georgia,30813
State Correctional Facility,Autry State Prison (Jimmy Autry),Georgia,31779
State Correctional Facility,Baldwin State Prison,Georgia,31034
State Correctional Facility,Burruss C.T.C. (Al Burruss Correctional Training Center),Georgia,31029
